id,product,narrative,gpt_4o_prediction,time-gpt-4o,gpt_4o_mini_prediction,time-gpt-4o-mini,claude_3_5_sonnet_prediction,time-claude-3-5-sonnet-latest,claude_3_5_haiku_prediction,time-claude-3-5-haiku-latest,deepseek-chat_prediction,time-deepseek-chat,gemini-2.0-flash_prediction,time-gemini-2.0-flash,gemini-2.0-flash-lite_prediction,time-gemini-2.0-flash-lite,gemini-1.5-pro_prediction,time-gemini-1.5-pro,gemini-1.5-flash_prediction,time-gemini-1.5-flash,claude-3-7-sonnet_prediction,time-claude-3-7-sonnet-latest,gpt-4.5-preview_prediction,time-gpt-4.5-preview-2025-02-27,gpt-o1_prediction,time-o1-2024-12-17,gpt-o3-mini_prediction,time-o3-mini-2025-01-31,deepseek-reasoner_prediction,time-deepseek-reasoner
216,credit_reporting,car accident many month ago insurance paid loan except gap company would agnolige payment gap couple month telling still pay car payment kept reporting late still havent taken credit paid along time ago shouldnt late payment even still credit,credit_reporting,0.6642,credit_reporting,0.5782,credit_reporting,2.2515,credit_reporting,1.5072,mortgages_and_loans,15.6849,credit_reporting,0.5918,mortgages_and_loans,1.0031,debt_collection,0.7852,credit_reporting,0.5958,credit_reporting,0.7975,credit_reporting,0.924,credit_reporting,7.5953,credit_reporting,4.3829,credit_reporting,21.0784
217,mortgages_and_loans,may concern writing dispute fraudulent charge account amount victim identity theft make authorize charge requesting charge removed finance charge related fraudulent amount credited well receive accurate statement request made pursuant fair credit billing act amendment truth lending act see also b auto account acct opened balance account,credit_card,0.8411,credit_card,0.5863,credit_card,1.8339,credit_card,2.0557,credit_card,158.7468,credit_card,0.5814,credit_card,0.5957,credit_card,0.6099,credit_card,0.5582,credit_card,0.704,credit_card,1.1931,credit_card,3.3706,credit_card,4.3729,credit_card,33.8715
218,credit_reporting,submitted felt ample support dispute know unauthorized also contacted fraud error recall charge fraud unauthorized assoting submit follow credit reporting service experian,credit_reporting,0.5223,credit_reporting,0.7686,credit_reporting,1.9425,credit_reporting,2.0886,credit_reporting,59.2398,credit_reporting,0.7375,credit_reporting,0.815,credit_reporting,0.9111,credit_reporting,0.8417,credit_reporting,2.1153,credit_reporting,1.0452,credit_reporting,2.8089,credit_reporting,1.9384,credit_reporting,26.1916
219,retail_banking,hello opened account deposited account however circumstance changed closed account time closing told get check week unusual choice agree get check sent multiple email customer service plus discussed phone keep told everything expedited still dont fund add understand else numerous email call ignored,retail_banking,0.7015,retail_banking,1.4283,retail_banking,1.8247,retail_banking,2.0742,retail_banking,154.6262,retail_banking,0.5937,retail_banking,0.5509,retail_banking,1.1111,retail_banking,0.8091,retail_banking,0.9163,retail_banking,1.3792,retail_banking,3.9106,retail_banking,2.739,retail_banking,18.0034
220,mortgages_and_loans,purchased consumer portfolio service financed work stopped soon shelter place order went affect told lender happened would signing unemployment called every day including saturday since california self employed people could even sign unemployment told calling every day harassment stop gave extension account immediately overdue following day started call every day still received unemployment stimulus check know illegal terrible way business behave national crisis,debt_collection,0.6045,debt_collection,0.6033,debt_collection,2.0328,debt_collection,1.3758,debt_collection,67.2701,debt_collection,0.7151,mortgages_and_loans,0.6138,debt_collection,0.798,debt_collection,0.7504,debt_collection,0.8141,debt_collection,1.0402,debt_collection,6.7404,debt_collection,5.7134,debt_collection,29.7685
221,credit_reporting,identity stolen information use open several fraudulent account nmae ssn photo id,credit_reporting,0.6051,credit_reporting,1.0105,credit_reporting,1.8331,credit_reporting,2.3641,credit_reporting,156.8197,credit_reporting,0.7994,credit_reporting,0.6345,credit_reporting,0.9076,credit_reporting,0.5697,credit_reporting,0.7948,credit_reporting,0.9286,credit_reporting,6.7392,credit_reporting,4.895,credit_reporting,22.768
222,mortgages_and_loans,santander state dispute yet attempt dispute via santander various method disputing credit bureau wether record kept irrelevant asking goodwill fact santander said would reported late chose agreement pandemic began told could pay later addition extended lease cover month signed offered document sign sooner request payment assistance done prior becoming late ca say anything record keeping whole truth,credit_reporting,0.7059,credit_reporting,1.1177,credit_reporting,1.8262,credit_reporting,2.1802,credit_reporting,112.5071,credit_reporting,0.7063,retail_banking,0.6706,retail_banking,0.8058,retail_banking,0.6106,credit_reporting,2.0341,credit_reporting,1.3558,credit_reporting,4.4411,credit_reporting,5.4084,credit_reporting,26.8644
223,retail_banking,disputed charge wit key bank twice gave money back twice took told shut account make new one solve problem kid aint working took last want back,retail_banking,0.7122,credit_card,1.5278,retail_banking,2.0353,credit_card,1.7838,credit_card,51.0094,credit_card,0.6317,retail_banking,0.7275,retail_banking,0.6899,retail_banking,0.7261,retail_banking,1.1076,retail_banking,1.0811,retail_banking,4.7348,retail_banking,3.3614,retail_banking,37.9537
224,credit_card,got temporary credit company around day ago informed receive final response received kind final response regarding matter also tried call phone number provided letter please see attached avail please tell final outcome matter thing since item filed complaint able login synchrony account online please look,credit_card,0.6063,credit_card,0.8051,credit_reporting,2.956,credit_card,1.6705,credit_card,134.6469,credit_card,0.6688,credit_card,0.5968,credit_card,0.9172,credit_card,0.6599,credit_card,0.6999,credit_card,0.9505,credit_card,3.9724,credit_card,4.382,credit_card,19.3362
225,retail_banking,today allowed open business account business due fact bank america fouled something never notified situation,retail_banking,0.7798,retail_banking,0.8102,retail_banking,2.0326,retail_banking,2.0828,retail_banking,30.5059,retail_banking,0.5999,retail_banking,0.7963,retail_banking,0.7065,retail_banking,0.7416,retail_banking,0.8007,retail_banking,1.2895,retail_banking,5.741,retail_banking,4.3865,retail_banking,17.3397
226,credit_card,hello one many lost income due pandemic excellent credit ca make huge payment making tried calling bank america get rate extended since credit company could get automated system said could defer three payment high interest would still charged fee ran planned pay card time pandemic possible reported bank america giving customer interest rate break,credit_card,0.8358,credit_card,1.3209,credit_card,1.7283,credit_card,1.8914,credit_card,116.3511,credit_card,0.604,credit_card,0.5832,credit_card,0.9213,credit_card,0.7347,credit_card,2.6434,credit_card,1.2076,credit_card,4.6602,credit_card,6.8401,credit_card,15.2883
227,debt_collection,account open unknown person stolen wallet got missing missing wallet social security card driver license id bank debit reported missing documentation police police report mailed copy bank america several also followed call refused removed item affecting credit report,credit_reporting,0.7211,credit_reporting,0.7043,credit_reporting,1.7274,credit_reporting,1.5775,retail_banking,169.5318,credit_reporting,0.8027,credit_reporting,0.5968,credit_reporting,0.9294,retail_banking,0.7296,credit_reporting,0.8028,credit_reporting,1.2079,credit_reporting,3.5129,credit_reporting,5.1078,credit_reporting,33.7768
228,credit_reporting,late payment showing account account closed since date last activity late payment ever made account payment history inaccurate,credit_reporting,0.6023,credit_reporting,0.5052,credit_reporting,2.0658,credit_reporting,1.8404,credit_reporting,56.9832,credit_reporting,0.5774,credit_reporting,0.7003,credit_reporting,0.8581,credit_reporting,0.7696,credit_reporting,0.7999,credit_reporting,1.2091,credit_reporting,2.9493,credit_reporting,2.3294,credit_reporting,31.002
229,retail_banking,transferred usd eur usa account account already charged usa account promised deliver within calander day today amount delivered account today call customer service talked different department give different reason one agent telling technical issuues agent telling put transaction hold third agent telling transaction investigation refused return money told file written request refund take upto day receipt refund request refund process charge tell able deliver amount destination account,retail_banking,0.6519,retail_banking,0.6026,retail_banking,2.5185,retail_banking,1.7744,retail_banking,44.9887,retail_banking,0.6233,retail_banking,0.6145,retail_banking,2.367,retail_banking,0.7516,retail_banking,0.9067,retail_banking,1.0751,retail_banking,4.242,retail_banking,4.5888,retail_banking,25.4796
230,debt_collection,wallet got missing train ny wallet social security card student id card debit reported incident police given police report month lost wallet one used information open credit account capital one bank name year non payment capital one bank sent information debt collector sent called tell wasnt even mailled police report still refused correct hurting also victim equifax identity fraud,credit_reporting,0.6586,credit_card,0.6021,credit_reporting,2.4455,credit_reporting,1.6649,credit_reporting,94.3071,credit_reporting,0.6119,credit_card,0.8391,credit_card,0.78,credit_reporting,0.7535,credit_reporting,1.2064,credit_reporting,1.0222,debt_collection,21.1938,debt_collection,6.0211,credit_reporting,26.5445
231,credit_reporting,fraudulent account reporting credit report submitted complaint federal trade commission please help remove account report,credit_reporting,0.7091,credit_reporting,0.9109,credit_reporting,2.4427,credit_reporting,2.0334,credit_reporting,148.3448,credit_reporting,0.644,credit_reporting,0.7148,credit_reporting,0.6963,credit_reporting,0.7987,credit_reporting,0.8041,credit_reporting,1.2053,credit_reporting,3.6633,credit_reporting,1.9987,credit_reporting,21.049
232,retail_banking,hello opened citibank checking saving account order take advantage bonus promotion offering completing task task deposit new fund account maintain day order earn bonus met benchmark citibank refusing pay bonus,retail_banking,0.8122,retail_banking,0.8118,retail_banking,2.8002,retail_banking,2.5526,retail_banking,61.733,retail_banking,0.6713,retail_banking,0.7837,retail_banking,0.7843,retail_banking,0.8013,retail_banking,2.1318,retail_banking,1.2015,retail_banking,1.8889,retail_banking,2.0567,retail_banking,19.5139
233,debt_collection,contacted many time failed provide necessary document prove account debt belongs resulted loss credit rating,debt_collection,0.7075,debt_collection,0.8037,debt_collection,2.1928,debt_collection,1.173,debt_collection,101.0721,debt_collection,0.6811,debt_collection,0.8001,debt_collection,2.3829,debt_collection,0.5801,debt_collection,1.1055,debt_collection,1.5077,debt_collection,6.3276,debt_collection,6.7376,debt_collection,31.7252
234,debt_collection,failed provide validation debt wet signature may violated hipaa right,debt_collection,0.7079,debt_collection,1.5236,debt_collection,3.0568,debt_collection,1.4614,debt_collection,51.2821,debt_collection,0.6014,debt_collection,0.8023,debt_collection,0.6806,debt_collection,0.7263,debt_collection,0.7466,debt_collection,1.2015,debt_collection,3.1043,debt_collection,2.2328,debt_collection,22.2982
235,credit_card,credit card company closed card without notice past due defaulted payment result closure reward point could used told enough reward point redeem given notice closure account could ensured enough point redeem lost value point around,credit_card,0.6021,credit_card,0.6033,credit_card,2.4281,credit_card,2.1358,credit_card,93.8946,credit_card,0.7002,credit_card,0.6086,credit_card,0.9084,credit_card,0.802,credit_card,0.7609,credit_card,0.7922,credit_card,2.5871,credit_card,2.3381,credit_card,36.9549
236,credit_card,day reply would like get account credit profile debt sold charged another agency last payment dont match bureau limit high credit bureau,credit_reporting,0.815,credit_reporting,0.8106,credit_reporting,2.2598,debt_collection,1.0751,credit_reporting,112.6289,credit_reporting,0.9059,credit_reporting,0.7986,credit_reporting,0.9624,credit_reporting,0.8184,debt_collection,2.1396,credit_reporting,1.4131,credit_reporting,5.9736,credit_reporting,2.6438,debt_collection,25.9644
237,credit_reporting,present asked three credit bureau transunion remove old address phone number continue report mixed information current address reported michigan obtained letter court explaining provide information credit bureau opted asked security freeze bankruptcy dated id usbk court michigan disputed bankruptcy several time continue report would like consumer financial protection agency take necessary step correct unlawful act please investigate within required time frame,credit_reporting,0.6015,credit_reporting,1.6648,credit_reporting,1.9238,credit_reporting,1.9701,credit_reporting,34.0887,credit_reporting,0.7045,credit_reporting,0.8159,credit_reporting,0.7278,credit_reporting,0.7023,credit_reporting,0.797,credit_reporting,1.0974,credit_reporting,2.304,credit_reporting,2.5398,credit_reporting,32.0506
238,retail_banking,opened suntrust account made opening deposit om deposited check said would available tried withdraw money said account investigted fraud rep said day activity would send letter day check remaining fund day afyer almost month jave kid feed bill pay already waited week access money dozen news story thousand people complaining,retail_banking,0.7082,retail_banking,0.8745,retail_banking,1.9413,retail_banking,1.2405,retail_banking,87.3394,retail_banking,0.6536,retail_banking,0.8019,retail_banking,0.7984,retail_banking,0.5947,retail_banking,0.7428,retail_banking,1.2057,retail_banking,3.7978,retail_banking,3.8764,retail_banking,19.2265
239,credit_card,sears mastercard close account receiving payment total balance outstanding reason given sears mastercard information received credit report incorrect information dispute contacted sears mastercard via telephone email inform intention reduce credit card utilization requested appeal current credit limit reported credit bureau,credit_card,0.7071,credit_card,0.6042,credit_reporting,2.7554,credit_card,1.9841,credit_card,83.4478,credit_card,0.5649,credit_card,0.8044,credit_card,1.0306,credit_card,0.7875,credit_reporting,1.9285,credit_card,0.9466,credit_card,6.1335,credit_card,3.5164,credit_card,19.6422
240,credit_reporting,santander consumer usa reporting inaccurate collection account credit report amount account disputed account several time credit bureau creditor santander consumer usa agreed settlement agreement million dollar relief consumer well well deficiency waiver,credit_reporting,0.5899,credit_reporting,0.498,credit_reporting,2.3418,debt_collection,2.0614,credit_reporting,85.8983,credit_reporting,0.5778,debt_collection,0.7184,credit_reporting,0.7029,credit_reporting,0.5994,credit_reporting,0.76,credit_reporting,0.8974,credit_reporting,5.2006,credit_reporting,2.7926,credit_reporting,27.729
241,credit_card,ok received auto message bank america saying balance inquery acct followed fraudulent withdraw acct live ca withdraw say took place called bofa close acct opened claim next morning employee helped receive letter saying claim already closed telling didnt even investigate claim want someone actually assist fraud,retail_banking,0.6181,retail_banking,0.6052,retail_banking,2.6516,retail_banking,1.6974,retail_banking,107.3703,retail_banking,0.6578,retail_banking,0.8187,retail_banking,0.9059,retail_banking,0.5991,retail_banking,0.9031,retail_banking,1.1493,retail_banking,2.314,retail_banking,2.6388,retail_banking,24.1459
242,credit_reporting,account listed fraud check credit found account never open fraud account,credit_reporting,0.5558,credit_reporting,0.8106,credit_reporting,2.4446,credit_reporting,1.8808,credit_reporting,159.0506,credit_reporting,0.6508,credit_reporting,0.7237,credit_reporting,0.6995,credit_reporting,0.5564,credit_reporting,1.1082,credit_reporting,1.4069,credit_reporting,5.0194,credit_reporting,3.8694,credit_reporting,18.3068
243,debt_collection,sold acct multiple collection company trying collect different amount already paid balance reported paid amount even though believe error think cable company charged equipment returned paid ref attached bank statement legal name cpa billed name acct possible two cable accts address disputed another collection called ic system billing also reported believe also paid acct error since process buying home,debt_collection,0.856,debt_collection,0.7625,credit_reporting,2.2368,debt_collection,1.7268,debt_collection,74.2401,debt_collection,0.606,debt_collection,0.753,debt_collection,0.8039,debt_collection,0.7437,credit_reporting,2.2272,debt_collection,1.1054,debt_collection,6.7385,debt_collection,5.2025,debt_collection,22.7051
244,mortgages_and_loans,line credit took total fee due close none go towards principal fee interest asked assistance settling offered arrangement pay keep calling back due date make arrangement continue slapped fee interest rate simply put never able pay problem paying back money borrowed pay month rate never able payoff fall debt one worst decision ever made desperation consumer beware stay away,debt_collection,0.7068,debt_collection,0.4999,mortgages_and_loans,2.1415,credit_card,1.9257,mortgages_and_loans,95.3163,mortgages_and_loans,0.5929,mortgages_and_loans,0.7435,mortgages_and_loans,0.8299,mortgages_and_loans,0.701,mortgages_and_loans,0.8128,mortgages_and_loans,3.0476,mortgages_and_loans,8.9054,mortgages_and_loans,5.1962,mortgages_and_loans,20.3973
245,credit_reporting,motor credit add hard inquiry credit report per written form communication contract signature account debt bill without signature validate debt anybody send bill say mine,credit_reporting,0.7118,credit_reporting,0.6462,credit_reporting,1.9345,debt_collection,1.122,credit_reporting,96.388,credit_reporting,0.9068,credit_reporting,1.0794,credit_reporting,0.8765,credit_reporting,0.75,credit_reporting,0.7958,credit_reporting,1.2701,credit_reporting,5.508,debt_collection,8.9946,credit_reporting,22.8681
246,credit_card,filed bankruptcy card included bankruptcy card showing report open collection,credit_reporting,1.0108,debt_collection,0.523,credit_reporting,2.0312,credit_card,1.6867,credit_card,103.3747,credit_reporting,0.6118,credit_reporting,0.733,credit_card,0.907,credit_reporting,0.8538,credit_reporting,1.3128,credit_reporting,0.9449,credit_reporting,4.7634,credit_reporting,9.0927,credit_reporting,29.8948
247,debt_collection,amount company wrong havent heard company longer vehicle tried contact havent gotten response never notified real balance,debt_collection,0.7076,debt_collection,0.5758,debt_collection,2.1384,debt_collection,1.8472,debt_collection,116.6247,mortgages_and_loans,1.0213,debt_collection,0.6813,debt_collection,0.9057,debt_collection,0.8076,debt_collection,0.9033,debt_collection,1.1807,mortgages_and_loans,8.0984,credit_card,14.7251,debt_collection,42.4213
248,credit_card,late store ca purchased chest receiving offer get reward certificate used credit card synchrony bank made purchase told would get reward next billing cycle never happened contacted occasion synchrony bank occasion organization claimed others responsibility fix never received credit promised help would appreciated think company acted bad faith poor customer service bordering fraudulent practice,credit_card,0.7064,credit_card,0.7013,credit_card,1.937,credit_card,1.7573,credit_card,76.6895,credit_card,0.6025,credit_card,0.8977,credit_card,0.7736,credit_card,0.596,credit_card,1.3175,credit_card,0.986,credit_card,3.3834,credit_card,1.9922,credit_card,30.2362
249,credit_card,made payment cashed check never credit account,retail_banking,0.706,retail_banking,1.4891,retail_banking,2.0286,debt_collection,2.4137,retail_banking,40.1308,credit_card,0.6794,retail_banking,0.8001,retail_banking,0.9339,retail_banking,0.9007,mortgages_and_loans,0.804,credit_card,1.2594,credit_card,7.6318,retail_banking,4.0042,retail_banking,20.2713
250,credit_reporting,open authorize account therefore request closed immediately account listed attachment,retail_banking,1.632,retail_banking,0.8403,retail_banking,1.5259,credit_reporting,1.7031,retail_banking,135.8738,credit_card,0.6003,retail_banking,0.7826,retail_banking,2.3382,retail_banking,0.5896,retail_banking,2.0257,credit_reporting,1.1452,retail_banking,4.1447,retail_banking,4.1782,credit_card,24.1037
251,credit_card,trying assiduously chase credit card issued ending since early year covid tried result phone system offer option cancel card speak human online system route anyone seeking customer assistance blog customer supposed post solved problem aid customer get response chase representative want cancel card wanted cancel card annual fee due since possible payed fee prevent damage credit score believe positive balance card would like fee refunded balance remitted thank,credit_card,1.0138,credit_card,0.8723,credit_card,1.6245,credit_card,1.1188,credit_card,9.2054,credit_card,0.5997,credit_card,0.7963,credit_card,0.9056,credit_card,0.6079,credit_card,0.7453,credit_card,1.5643,credit_card,1.825,credit_card,2.2358,credit_card,22.0288
252,retail_banking,tried schedule global wire transfer account another bank chase starting however chase keep canceling global wire transfer blocking account although called many time initiated transaction also promised already document recipient account valid account,retail_banking,1.0164,retail_banking,0.9732,retail_banking,1.8312,retail_banking,2.0499,retail_banking,58.2572,retail_banking,0.7197,retail_banking,0.596,retail_banking,0.7905,retail_banking,0.7981,retail_banking,0.7917,retail_banking,1.214,retail_banking,4.1445,retail_banking,2.0278,retail_banking,23.4318
253,mortgages_and_loans,mortgage servicer lakeview llc said made payment escrow account supplemental tax bill payment never made county got delinquent tax bill county make payment however speak lakeview llc said county apply payment supplemental tax bill contacted county said never received payment need back escrow refunded,mortgages_and_loans,0.6185,mortgages_and_loans,0.5949,mortgages_and_loans,1.9371,mortgages_and_loans,2.081,mortgages_and_loans,148.1825,mortgages_and_loans,0.5844,mortgages_and_loans,0.7466,mortgages_and_loans,0.8191,mortgages_and_loans,0.7639,mortgages_and_loans,1.9985,mortgages_and_loans,0.8942,mortgages_and_loans,1.7461,mortgages_and_loans,1.944,mortgages_and_loans,15.152
254,retail_banking,saturday ago attempted cash check state texas previously direct deposited several check entity depsitied told atm would fund tuesday never got access still told several call week week issue check made effort contact asked told call moved process sending check forward wait ten business day month money,retail_banking,0.8944,retail_banking,0.7763,retail_banking,2.0365,retail_banking,1.8699,retail_banking,99.8281,retail_banking,0.8023,retail_banking,0.749,retail_banking,0.9048,retail_banking,0.7743,retail_banking,1.211,retail_banking,1.3541,retail_banking,3.7375,retail_banking,3.1113,retail_banking,20.0014
255,credit_reporting,recall account accurate information legally paid inaccurate history paid transunion payment history please remove account fair credit act information inaccurate please see attachements,credit_reporting,0.7069,credit_reporting,1.003,credit_reporting,1.5361,credit_reporting,2.3236,credit_reporting,43.5124,credit_reporting,0.6025,credit_reporting,0.7985,credit_reporting,0.9058,credit_reporting,0.5623,credit_reporting,0.8056,credit_reporting,1.0751,credit_reporting,2.6893,credit_reporting,1.8557,credit_reporting,13.1826
256,credit_reporting,experience dropped score point reporting new bankruptcy bankruptcy submit three year ago recently received settlement bankruptcy court force pay creditor three credit bureau update paid information creditor forced pay add add insult injury also dropped score point stating new bankruptcy clearly case,credit_reporting,0.6967,credit_reporting,0.7154,credit_reporting,1.412,credit_reporting,1.7304,credit_reporting,80.9462,credit_reporting,0.8079,credit_reporting,0.9007,credit_reporting,0.7714,credit_reporting,0.7222,credit_reporting,0.795,credit_reporting,1.0458,credit_reporting,3.4132,credit_reporting,3.0551,credit_reporting,17.334
257,debt_collection,working legal firm resolve debt owed republic finance judgement handled attorney phone payment thousand dollar made office made additional payment earlier month agreed morning looked bank account completely garnished along saving two saving account adult child acted good faith made every attempt make payment resolve issue moment ca even buy grocery put gas car unscrupulous people taken available fund work function resolve ca buy grocery put gas car get work,debt_collection,0.9067,debt_collection,0.5707,debt_collection,2.2382,debt_collection,1.92,debt_collection,72.3238,debt_collection,0.6116,debt_collection,1.1238,debt_collection,0.938,debt_collection,0.5626,debt_collection,1.1115,debt_collection,1.058,debt_collection,4.282,debt_collection,4.0035,debt_collection,19.2715
258,retail_banking,cant set automatic debit pnc acct saving acct everytime make transaction pnc card round money nearest dollar place saving acct,retail_banking,0.7106,retail_banking,1.2203,retail_banking,1.4195,retail_banking,2.1736,retail_banking,74.8498,retail_banking,0.7037,retail_banking,0.8439,retail_banking,0.8465,retail_banking,0.8154,retail_banking,2.1476,retail_banking,1.033,retail_banking,3.0484,retail_banking,2.6405,retail_banking,25.4534
259,retail_banking,month ago specifically requested bank account well fargo closed customer service representative assured closed account action necessary however within week service charge fee bank account closed contacted well fargo assured second time mistake taken care negative refuse business negotiation notorious keeping word could give le customer hence special despicable company,retail_banking,0.6024,retail_banking,1.2803,retail_banking,1.8381,retail_banking,1.8306,retail_banking,111.5005,retail_banking,0.6846,retail_banking,0.7539,retail_banking,0.8068,retail_banking,0.8029,retail_banking,0.89,retail_banking,1.0232,retail_banking,3.8229,retail_banking,2.8257,retail_banking,23.5527
260,credit_card,annual fee united explorer card due soon given card travel based card benefit mainly pass year united lounge see cardholder asked pay fee pandemic unable travel since year foreseeable future company flexible waived fee provide policy say ca extremely brash dealing phone simply requested copy member term condition stating unable waive outright refused provide trusted providing documentation,credit_card,0.6048,credit_card,0.7001,credit_card,2.3434,credit_card,1.3192,credit_card,90.9076,credit_card,0.6208,credit_card,0.8125,credit_card,0.9623,credit_card,0.6979,credit_card,0.8031,credit_card,0.856,credit_card,2.2401,credit_card,2.0242,credit_card,29.3442
261,mortgages_and_loans,car accident vehicle pronounced total loss gap insurance paid remaining balance owed could pay deferred payment monthly payment equal accident fault driving family including son old time long story short looked credit report noticed amount changed significantly financially destroyed overwhelmed get vehicle able continue work keep providing food shelter son reached company work settlement didnt take demanded full debt im questioning balance high,debt_collection,0.912,credit_reporting,0.5615,credit_reporting,2.238,debt_collection,1.6273,credit_reporting,111.4149,credit_reporting,0.6786,debt_collection,0.7953,debt_collection,0.7916,credit_reporting,0.8053,credit_reporting,1.0272,debt_collection,1.2857,mortgages_and_loans,12.5871,debt_collection,7.3496,credit_reporting,23.6437
262,debt_collection,hello sold debt lvnv funding llc received letter filing dispute account collection result removed trade line credit also stated reach lvnv funding explain provide letter cancel trade line lvnv refused acknowledge happened refused anything would like lvnv remove trade line credit,debt_collection,0.9992,debt_collection,0.7669,debt_collection,1.9348,debt_collection,2.3371,debt_collection,88.8815,debt_collection,0.7025,debt_collection,0.6681,debt_collection,0.8147,credit_reporting,0.8014,debt_collection,1.0931,debt_collection,1.2068,debt_collection,20.7425,debt_collection,3.3597,debt_collection,35.6717
263,credit_card,purchased hp desktop computer using capital one credit card ending amount item delivered receive first tried resolve issue unsuccessfully filed dispute capital one received temporary credit however capital one put charge back account asking pay product receive wrong need help please,credit_card,0.7266,credit_card,0.8765,credit_card,1.3638,credit_card,1.0936,credit_card,35.5468,credit_card,0.6002,credit_card,0.9646,credit_card,0.9063,credit_card,0.831,credit_card,1.2127,credit_card,1.2047,credit_card,8.1315,credit_card,2.3363,credit_card,25.5061
264,credit_reporting,credit acceptance keep reporting account wrong havent made payment since say day late account current revolving history derogatory closed sccounts removed beyond yr,credit_reporting,0.7031,credit_reporting,0.5206,credit_reporting,1.4861,credit_reporting,1.7641,credit_reporting,41.4661,credit_reporting,0.6063,credit_reporting,0.8063,credit_reporting,0.7002,credit_reporting,0.7875,credit_reporting,2.1463,credit_reporting,0.8647,credit_reporting,2.5907,credit_reporting,5.4546,credit_reporting,32.2399
265,credit_reporting,got notification saying mortgage lender performed credit check account logged see agency name cic credit started inquiring recently rate never game son date birth provide authorization run credit say day find mortgage lender avoid degradation score please look inquiry asap since provide consent sure question reachable thanks,mortgages_and_loans,1.0131,mortgages_and_loans,0.7789,credit_reporting,1.6263,mortgages_and_loans,1.5818,mortgages_and_loans,130.6538,mortgages_and_loans,0.6387,mortgages_and_loans,0.7486,mortgages_and_loans,0.7029,mortgages_and_loans,0.5885,credit_reporting,0.7863,credit_reporting,1.2325,mortgages_and_loans,7.287,mortgages_and_loans,2.3897,mortgages_and_loans,26.6224
266,retail_banking,deposited large check payable irs u post office mailbox post office premise reconciling u bank checking account statement covering discovered check altered deposited individual unknown u charged account contacted u bank emailed u form fill report crime delivered form hand office u bank tn bank conceded readily check obviously altered refused recredit account communicated u bank many time since phone email despite continuing demand account recredited stolen altered instrument,retail_banking,0.7692,retail_banking,0.8477,retail_banking,1.8953,retail_banking,0.7074,retail_banking,79.0434,retail_banking,0.6592,retail_banking,0.7552,retail_banking,1.0106,retail_banking,0.8005,retail_banking,0.8058,retail_banking,1.0338,retail_banking,2.6488,retail_banking,3.2551,retail_banking,29.951
267,mortgages_and_loans,loan santander consumer usa always made payment time reason realized late payment credit report see always stellar payment record company tried contacting santander consumer usa successful resolution reporting late definitely error part never day late,mortgages_and_loans,0.6471,credit_reporting,0.7998,mortgages_and_loans,2.5821,mortgages_and_loans,0.7628,mortgages_and_loans,57.5377,mortgages_and_loans,0.7024,mortgages_and_loans,0.7078,mortgages_and_loans,0.9104,mortgages_and_loans,0.7096,mortgages_and_loans,0.7779,credit_reporting,0.9005,credit_reporting,5.2002,mortgages_and_loans,11.9601,credit_reporting,29.0648
268,credit_reporting,first time encountered identity theft pulled credit couple fraudulent account belong also several inquiry name gave anyone authorization pull credit took measure make sure one try open anything name please remove unknown account credit report soon possible xxxxxxxx,credit_reporting,0.6083,credit_reporting,0.6916,credit_reporting,2.038,credit_reporting,1.5417,credit_reporting,117.651,credit_reporting,0.6031,credit_reporting,0.7717,credit_reporting,0.9069,credit_reporting,0.7956,credit_reporting,2.1657,credit_reporting,0.9934,credit_reporting,3.3536,credit_reporting,2.8693,credit_reporting,15.0731
269,mortgages_and_loans,filing complaint based lawsuit filed santander consumer usa lawsuit filed company financing securitization auto loan maryland victim lawsuit purchased md credit score time low however approved vehicle santander banking interest rate amount financed interest paying paid approximately auto loan since sale contract documentation needed complaint caused hardship made payment arrangement last year apply payment end contract,mortgages_and_loans,0.6661,mortgages_and_loans,0.5709,mortgages_and_loans,2.0224,mortgages_and_loans,1.1665,mortgages_and_loans,97.6537,mortgages_and_loans,0.7128,mortgages_and_loans,0.5884,mortgages_and_loans,0.9214,mortgages_and_loans,0.6043,mortgages_and_loans,1.411,mortgages_and_loans,0.8711,mortgages_and_loans,4.2714,mortgages_and_loans,3.4368,mortgages_and_loans,19.3385
270,credit_reporting,requested verification account balance exhibit show payment never write next show past due past due write exhibit requested hardship per recived accepted letter state verification write balance past due balance incorrect,credit_reporting,0.6367,retail_banking,0.7436,debt_collection,1.8988,debt_collection,1.5867,credit_card,18.352,mortgages_and_loans,0.5982,retail_banking,0.9671,debt_collection,1.0004,retail_banking,0.7531,debt_collection,0.7344,debt_collection,1.0916,mortgages_and_loans,11.6656,debt_collection,8.1766,debt_collection,55.6818
271,debt_collection,paid debt via bankruptcy court completed payment plan year later forgot paid found court document last year started paying actually owe money last company paying pressler felt warsaw various account number,debt_collection,0.9162,debt_collection,0.807,debt_collection,1.9852,debt_collection,1.0295,debt_collection,118.7094,debt_collection,0.589,debt_collection,0.7219,debt_collection,0.6347,debt_collection,0.7338,debt_collection,0.7675,debt_collection,0.9056,debt_collection,2.941,debt_collection,2.9488,debt_collection,18.8113
